date,S351_Out,S354_Out,RegWCA_cfs,RegWCA_acft
2012-03-08,965.5109101138821,519.7004898822238,1485.211399996106,2945.916811892276
2012-03-09,101.36009554447187,0.0,101.36009554447187,201.04774951245997
2012-03-10,0.0,0.0,0.0,0.0
2012-03-11,0.0,0.0,0.0,0.0
2012-03-12,0.0,0.0,0.0,0.0
2012-03-13,0.0,333.4703143371656,333.4703143371656,661.4383684877679
2012-03-14,190.55017961719759,498.22046963463634,688.7706492518339,1366.1765827910126
2012-03-15,233.10021972589217,390.87036844384164,623.9705881697338,1237.645661634667
2012-03-16,157.88014882163807,122.81011576377854,280.6902645854166,556.7491398051739
2012-03-17,496.82046831496376,241.79022791730378,738.6106962322675,1465.0343159767026
2012-03-18,520.4804906174724,273.63025793048416,794.1107485479565,1575.1186697448718
2012-03-19,729.600687739213,290.4002737383058,1020.0009614775188,2023.1719070906586
2012-03-20,983.6709272319533,408.3703849397795,1392.041312171733,2761.1139426926325
2012-03-21,1073.7110121059102,313.07029510761515,1386.7813072135255,2750.680722858028
2012-03-22,1125.3810608113447,531.320500835527,1656.7015616468716,3286.06754752657
2012-03-23,1164.8410980073277,661.2606233202198,1826.1017213275475,3622.0727642531906
2012-03-24,1042.140982347237,570.6105378712641,1612.7515202185011,3198.892640353397
2012-03-25,876.7208264182065,342.3903227453808,1219.1111491635872,2418.1069643659753
2012-03-26,1153.0310868749282,517.3204876387767,1670.351574513705,3313.142348047934
2012-03-27,1446.5813635825018,707.1506665772846,2153.7320301597865,4271.927481821936
2012-03-28,1503.5314172649976,961.4709063056769,2465.0023235706744,4889.332108802433
2012-03-29,1510.0314233920603,849.3008005714288,2359.332223963489,4679.73546623158
2012-03-30,1188.5011203098363,396.7203739581981,1585.2214942680343,3144.286833880646
2012-03-31,1021.6609630422787,485.71045784239834,1507.371420884677,2989.871213324757
2012-04-01,778.5907339184137,159.82015065033082,938.4108845687445,1861.3379895421047
2012-04-02,971.8109160524191,574.6305416606148,1546.4414577130337,3067.3666313738026
2012-04-03,1058.2609975423527,297.71028062889457,1355.9712781712474,2689.569030252669
2012-04-04,1127.1910625174983,819.9007728582556,1947.0918353757538,3862.0566554678076
2012-04-05,942.070888018754,665.5506273640813,1607.6215153828352,3188.7172757618537
2012-04-06,897.3208458362844,629.6505935238456,1526.97143936013,3028.747849970818
2012-04-07,766.9607229556852,580.080546797922,1347.0412697536071,2671.8563585562797
2012-04-08,818.0107710766918,585.3505517655539,1403.3613228422455,2783.567183857594
2012-04-09,1338.561261760145,763.9807201466648,2102.5419819068097,4170.392021112157
2012-04-10,1541.2514528208121,697.8906578485738,2239.142110669386,4441.338376512727
2012-04-11,1445.7713628189774,748.4607055171224,2194.2320683361,4352.259307544654
2012-04-12,1459.3213755915456,1049.6609894357794,2508.9823650273247,4976.566521031698
2012-04-13,1406.40132570783,825.4007780426932,2231.802103750523,4426.779472789163
2012-04-14,988.2909315868814,318.81030051828293,1307.1012321051644,2592.6352938805935
2012-04-15,778.3007336450523,334.66031545888944,1112.9610491039418,2207.558240897669
2012-04-16,882.1908315743682,408.2603848360905,1290.4512164104588,2559.609987750145
2012-04-17,940.1308861900596,374.10035263602,1314.2312388260796,2606.777662211529
2012-04-18,1060.921000049736,542.7505116097296,1603.6715116594655,3180.88244337655
2012-04-19,1052.8309924239002,112.13010569654341,1164.9610981204437,2310.7003381219
2012-04-20,494.79046640143383,182.19017173685256,676.9806381382864,1342.7910957472911
2012-04-21,0.0,0.0,0.0,0.0
2012-04-22,0.0,0.0,0.0,0.0
2012-04-23,0.0,0.0,0.0,0.0
2012-04-24,46.97004427509728,0.0,46.97004427509728,93.16508281965545
2012-04-25,305.2802877645661,71.04006696408159,376.32035472864766,746.4314236042726
2012-04-26,655.4906178812754,264.9102497107943,920.4008675920697,1825.6151208688705
2012-04-27,706.3606658326106,375.08035355979246,1081.4410193924032,2145.0382619648317
2012-04-28,108.23010202030585,122.94011588632013,231.17021790662596,458.52612721779263
2012-04-29,0.0,128.4801211084625,128.4801211084625,254.84032021863538
2012-04-30,0.0,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,0.0
2012-05-02,0.0,0.0,0.0,0.0
2012-05-03,0.0,133.20012555765268,133.20012555765268,264.2024490436041
2012-05-04,0.0,209.00019700862921,209.00019700862921,414.55189076661605
2012-05-05,84.47007962353553,466.4204396591615,550.890519282697,1092.6913449972296
2012-05-06,640.0206032988634,406.00038270575817,1046.0209860046216,2074.782625740167
2012-05-07,667.0406287685936,468.68044178949316,1135.7210705580867,2252.702743451965
2012-05-08,306.8602892539139,174.33016432781966,481.19045358173355,954.4412646793685
2012-05-09,13.180012423797764,0.0,13.180012423797764,26.142554642602867
2012-05-10,0.0,0.0,0.0,0.0
2012-05-11,0.0,0.0,0.0,0.0
2012-05-12,0.0,0.0,0.0,0.0
2012-05-13,0.0,0.0,0.0,0.0
2012-05-14,0.0,0.0,0.0,0.0
2012-05-15,0.0,0.0,0.0,0.0
2012-05-16,0.0,0.0,0.0,0.0
2012-05-17,0.0,0.0,0.0,0.0
2012-05-18,0.0,0.0,0.0,0.0
2012-05-19,0.0,0.0,0.0,0.0
2012-05-20,0.0,0.0,0.0,0.0
2012-05-21,0.0,0.0,0.0,0.0
2012-05-22,0.0,0.0,0.0,0.0
2012-05-23,0.0,0.0,0.0,0.0
2012-05-24,0.0,0.0,0.0,0.0
2012-05-25,0.0,0.0,0.0,0.0
2012-05-26,0.0,0.0,0.0,0.0
2012-05-27,0.0,0.0,0.0,0.0
2012-05-28,0.0,0.0,0.0,0.0
2012-05-29,0.0,0.0,0.0,0.0
2012-05-30,0.0,0.0,0.0,0.0
2012-05-31,0.0,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0,0.0
2012-06-02,0.0,0.0,0.0,0.0
2012-06-03,0.0,0.0,0.0,0.0
2012-06-04,0.0,0.0,0.0,0.0
2012-06-05,0.0,0.0,0.0,0.0
2012-06-06,0.0,0.0,0.0,0.0
2012-06-07,0.0,0.0,0.0,0.0
2012-06-08,0.0,0.0,0.0,0.0
2012-06-09,0.0,0.0,0.0,0.0
2012-06-10,0.0,0.0,0.0,0.0
2012-06-11,0.0,0.0,0.0,0.0
2012-06-12,0.0,0.0,0.0,0.0
2012-06-13,0.0,0.0,0.0,0.0
2012-06-14,0.0,0.0,0.0,0.0
2012-06-15,0.0,0.0,0.0,0.0
2012-06-16,0.0,0.0,0.0,0.0
2012-06-17,0.0,0.0,0.0,0.0
2012-06-18,0.0,0.0,0.0,0.0
2012-06-19,116.75011005147108,15.520014629540313,132.2701246810114,262.35779230478613
2012-06-20,0.0,0.0,0.0,0.0
2012-06-21,0.0,0.0,0.0,0.0
2012-06-22,0.0,0.0,0.0,0.0
2012-06-23,0.0,0.0,0.0,0.0
2012-06-24,0.0,0.0,0.0,0.0
2012-06-25,0.0,0.0,0.0,0.0
2012-06-26,0.0,0.0,0.0,0.0
2012-06-27,0.0,0.0,0.0,0.0
2012-06-28,0.0,0.0,0.0,0.0
2012-06-29,0.0,0.0,0.0,0.0
2012-06-30,0.0,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,0.0
2012-07-02,0.0,0.0,0.0,0.0
2012-07-03,0.0,0.0,0.0,0.0
2012-07-04,0.0,0.0,0.0,0.0
2012-07-05,0.0,0.0,0.0,0.0
2012-07-06,0.0,0.0,0.0,0.0
2012-07-07,0.0,0.0,0.0,0.0
2012-07-08,0.0,0.0,0.0,0.0
2012-07-09,0.0,0.0,0.0,0.0
2012-07-10,0.0,0.0,0.0,0.0
2012-07-11,0.0,0.0,0.0,0.0
2012-07-12,0.0,0.0,0.0,0.0
2012-07-13,0.0,0.0,0.0,0.0
2012-07-14,0.0,0.0,0.0,0.0
2012-07-15,0.0,0.0,0.0,0.0
2012-07-16,0.0,0.0,0.0,0.0
2012-07-17,0.0,0.0,0.0,0.0
2012-07-18,0.0,0.0,0.0,0.0
2012-07-19,0.0,0.0,0.0,0.0
2012-07-20,0.0,0.0,0.0,0.0
2012-07-21,0.0,0.0,0.0,0.0
2012-07-22,0.0,0.0,0.0,0.0
2012-07-23,0.0,0.0,0.0,0.0
2012-07-24,0.0,0.0,0.0,0.0
2012-07-25,0.0,0.0,0.0,0.0
2012-07-26,0.0,0.0,0.0,0.0
2012-07-27,0.0,0.0,0.0,0.0
2012-07-28,0.0,0.0,0.0,0.0
2012-07-29,0.0,0.0,0.0,0.0
2012-07-30,0.0,0.0,0.0,0.0
2012-07-31,0.0,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0,0.0
2012-08-02,0.0,0.0,0.0,0.0
2012-08-03,0.0,0.0,0.0,0.0
2012-08-04,0.0,0.0,0.0,0.0
2012-08-05,0.0,0.0,0.0,0.0
2012-08-06,0.0,0.0,0.0,0.0
2012-08-07,0.0,0.0,0.0,0.0
2012-08-08,0.0,0.0,0.0,0.0
2012-08-09,0.0,0.0,0.0,0.0
2012-08-10,0.0,0.0,0.0,0.0
2012-08-11,0.0,0.0,0.0,0.0
2012-08-12,0.0,0.0,0.0,0.0
2012-08-13,0.0,0.0,0.0,0.0
2012-08-14,0.0,0.0,0.0,0.0
2012-08-15,0.0,0.0,0.0,0.0
2012-08-16,0.0,0.0,0.0,0.0
2012-08-17,0.0,0.0,0.0,0.0
2012-08-18,0.0,0.0,0.0,0.0
2012-08-19,0.0,0.0,0.0,0.0
2012-08-20,0.0,0.0,0.0,0.0
2012-08-21,0.0,0.0,0.0,0.0
2012-08-22,0.0,0.0,0.0,0.0
2012-08-23,0.0,0.0,0.0,0.0
2012-08-24,0.0,0.0,0.0,0.0
2012-08-25,0.0,0.0,0.0,0.0
2012-08-26,0.0,0.0,0.0,0.0
2012-08-27,0.0,0.0,0.0,0.0
2012-08-28,0.0,0.0,0.0,0.0
2012-08-29,0.0,0.0,0.0,0.0
2012-08-30,0.0,0.0,0.0,0.0
2012-08-31,0.0,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,0.0
2012-09-02,0.0,0.0,0.0,0.0
2012-09-03,0.0,0.0,0.0,0.0
2012-09-04,0.0,0.0,0.0,0.0
2012-09-05,0.0,0.0,0.0,0.0
2012-09-06,0.0,0.0,0.0,0.0
2012-09-07,0.0,0.0,0.0,0.0
2012-09-08,0.0,0.0,0.0,0.0
2012-09-09,0.0,0.0,0.0,0.0
2012-09-10,0.0,0.0,0.0,0.0
2012-09-11,0.0,0.0,0.0,0.0
2012-09-12,0.0,0.0,0.0,0.0
2012-09-13,0.0,0.0,0.0,0.0
2012-09-14,0.0,0.0,0.0,0.0
2012-09-15,0.0,0.0,0.0,0.0
2012-09-16,0.0,0.0,0.0,0.0
2012-09-17,0.0,0.0,0.0,0.0
2012-09-18,0.0,0.0,0.0,0.0
2012-09-19,0.0,0.0,0.0,0.0
2012-09-20,0.0,0.0,0.0,0.0
2012-09-21,0.0,0.0,0.0,0.0
2012-09-22,0.0,0.0,0.0,0.0
2012-09-23,0.0,0.0,0.0,0.0
2012-09-24,0.0,0.0,0.0,0.0
2012-09-25,0.0,0.0,0.0,0.0
2012-09-26,0.0,0.0,0.0,0.0
2012-09-27,0.0,0.0,0.0,0.0
2012-09-28,0.0,0.0,0.0,0.0
2012-09-29,0.0,0.0,0.0,0.0
2012-09-30,0.0,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,0.0
2012-10-02,0.0,0.0,0.0,0.0
2012-10-03,0.0,0.0,0.0,0.0
2012-10-04,0.0,0.0,0.0,0.0
2012-10-05,0.0,0.0,0.0,0.0
2012-10-06,0.0,0.0,0.0,0.0
2012-10-07,0.0,0.0,0.0,0.0
2012-10-08,0.0,0.0,0.0,0.0
2012-10-09,0.0,0.0,0.0,0.0
2012-10-10,0.0,0.0,0.0,0.0
2012-10-11,0.0,0.0,0.0,0.0
2012-10-12,0.0,0.0,0.0,0.0
2012-10-13,0.0,0.0,0.0,0.0
2012-10-14,0.0,0.0,0.0,0.0
2012-10-15,0.0,0.0,0.0,0.0
2012-10-16,0.0,0.0,0.0,0.0
2012-10-17,0.0,0.0,0.0,0.0
2012-10-18,0.0,0.0,0.0,0.0
2012-10-19,0.0,0.0,0.0,0.0
2012-10-20,0.0,0.0,0.0,0.0
2012-10-21,0.0,0.0,0.0,0.0
2012-10-22,0.0,0.0,0.0,0.0
2012-10-23,0.0,0.0,0.0,0.0
2012-10-24,0.0,0.0,0.0,0.0
2012-10-25,0.0,0.0,0.0,0.0
2012-10-26,0.0,0.0,0.0,0.0
2012-10-27,0.0,0.0,0.0,0.0
2012-10-28,0.0,0.0,0.0,0.0
2012-10-29,0.0,0.0,0.0,0.0
2012-10-30,0.0,0.0,0.0,0.0
2012-10-31,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,0.0
2012-11-02,0.0,0.0,0.0,0.0
2012-11-03,0.0,23.610022255376723,23.610022255376723,46.83047914353973
2012-11-04,0.0,0.0,0.0,0.0
2012-11-05,0.0,0.0,0.0,0.0
2012-11-06,143.56013532324772,360.48033979746714,504.04047512071486,999.764282401938
2012-11-07,426.5004020295711,0.0,426.5004020295711,845.9635474256543
2012-11-08,204.67019292706297,237.42022379803234,442.09041672509534,876.8863415742267
2012-11-09,373.06035165568983,68.80006485260138,441.8604165082912,876.4301361441957
2012-11-10,245.28023120706487,300.88028361701595,546.1605148240808,1083.3093811535643
2012-11-11,127.97012062772392,741.8606992957989,869.8308199235228,1725.3094313183074
2012-11-12,431.1404064033497,1216.921147099239,1648.0615535025888,3268.930091372385
2012-11-13,1014.6109563967731,1167.0611000999543,2181.6720564967272,4327.346524061259
2012-11-14,1303.7612289567953,1156.0310897028032,2459.7923186595985,4878.998064061314
2012-11-15,1410.781329836527,1105.8710424207316,2516.6523722572583,4991.779980372272
2012-11-16,1351.9112743441915,1152.8010866581224,2504.7123610023136,4968.096968048089
2012-11-17,1196.4211277754262,1022.5509638812135,2218.97209165664,4401.331143800945
2012-11-18,951.1208965495097,1104.3610409973687,2055.4819375468783,4077.048423124233
2012-11-19,199.77018830820035,618.3205828439037,818.090771152104,1622.6830445801984
2012-11-20,225.4202124865321,260.63024567635887,486.050458162891,964.0810837660944
2012-11-21,908.7108565727818,282.01026582968177,1190.7211224024636,2361.7953462852865
2012-11-22,215.79020340905328,129.99012253182653,345.78032594087983,685.8552765037351
2012-11-23,76.87007245958539,266.6802513792403,343.5503238388257,681.4320673343108
2012-11-24,401.11037809632205,259.62024472430784,660.7306228206298,1310.5591903647194
2012-11-25,293.29027646249233,257.8902430935666,551.1805195560589,1093.266560539443
2012-11-26,401.64037859591326,334.16031498757695,735.8006935834902,1459.4606757228528
2012-11-27,729.3506875035569,506.42047736416237,1235.771164867719,2451.152105515121
2012-11-28,521.0804911830459,904.9308530096581,1426.011344192704,2828.4935012062283
2012-11-29,188.34017753399644,829.7107821054053,1018.0509596394018,2019.3040784447535
2012-11-30,143.42013519128045,920.0108672244438,1063.4310024157244,2109.3153932915893
2012-12-01,217.50020502094188,1006.1109483844604,1223.6111534054023,2427.0327227796156
2012-12-02,93.11008776781546,820.3307732635831,913.4408610313985,1811.809947855779
2012-12-03,128.13012077854376,784.7607397344099,912.8908605129536,1810.7190218274436
2012-12-04,983.0409266380998,597.7405634446804,1580.7814900827802,3135.4800855791946
2012-12-05,1024.1409653799865,277.64026171041075,1301.7812270903974,2582.0830639338033
2012-12-06,963.9009085962584,274.1702584395018,1238.0711670357603,2455.7141598154303
2012-12-07,772.2307279233212,234.18022074392715,1006.4109486672484,1996.2161166814872
2012-12-08,190.85017989998508,0.0,190.85017989998508,378.5513318316204
2012-12-09,55.68005248536104,0.0,55.68005248536104,110.44138410471362
2012-12-10,0.0,0.0,0.0,0.0
2012-12-11,0.0,0.0,0.0,0.0
2012-12-12,0.0,0.0,0.0,0.0
2012-12-13,0.0,0.0,0.0,0.0
2012-12-14,0.0,0.0,0.0,0.0
2012-12-15,0.0,0.0,0.0,0.0
2012-12-16,0.0,0.0,0.0,0.0
2012-12-17,0.0,0.0,0.0,0.0
2012-12-18,0.0,0.0,0.0,0.0
2012-12-19,0.0,0.0,0.0,0.0
2012-12-20,0.0,0.0,0.0,0.0
2012-12-21,0.0,0.0,0.0,0.0
2012-12-22,256.9102421697942,197.81018646065505,454.7204286304492,901.937970188496
2012-12-23,88.84008374280695,122.33011531131862,211.1701990541256,418.8560898238581
2012-12-24,75.50007116818902,78.71007419401518,154.2101453622042,305.87582332593206
2012-12-25,29.36002767547059,77.8700734022104,107.23010107768098,212.69090548758024
2012-12-26,200.45018894918528,179.48016918233853,379.9303581315238,753.5918653538774
2012-12-27,422.2403980139895,11.51001084961398,433.75040886360347,860.3439359809574
2012-12-28,261.66024664726297,104.44009844775726,366.1003450950202,726.1600344959726
2012-12-29,0.0,54.86005171240844,54.86005171240844,108.81491257156215
2012-12-30,88.04008298870693,222.64020986603464,310.68029285474154,616.2343608773798
2012-12-31,39.060036818933284,113.12010662974235,152.18014344867564,301.8493145304481
2013-01-01,146.48013807571286,181.2401708413588,327.72030891707163,650.0332327370116
2013-01-02,169.28015956756332,118.6901118801638,287.9702714477271,571.1890334165668
2013-01-03,236.60022302507974,215.50020313569186,452.1004261607716,896.7411952898905
2013-01-04,329.88031095314153,146.68013826423788,476.5604492173794,945.2576510226721
2013-01-05,119.72011285106748,38.32003612139077,158.04014897245827,313.47263548687096
2013-01-06,26.020024527103022,125.11011793181609,151.13014245891912,299.7666375672661
2013-01-07,218.57020602955072,40.75003841196957,259.3202444415203,514.3617048497555
2013-01-08,0.0,0.0,0.0,0.0
2013-01-09,0.0,0.0,0.0,0.0
2013-01-10,0.0,72.34006818949412,72.34006818949412,143.4865252538616
2013-01-11,0.0,379.8703580749665,379.8703580749665,753.472855241696
2013-01-12,0.0,53.630050552979746,53.630050552979746,106.37520527183533
2013-01-13,0.0,120.54011362402008,120.54011362402008,239.09131537324384
2013-01-14,0.0,513.9304844432752,513.9304844432752,1019.3811158932364
2013-01-15,0.0,547.860516426545,547.860516426545,1086.681334332052
2013-01-16,0.0,426.5904021144067,426.5904021144067,846.1420625939256
2013-01-17,0.0,525.0204948969862,525.0204948969862,1041.3781516281722
2013-01-18,0.0,529.7204993273245,529.7204993273245,1050.7006104157483
2013-01-19,0.0,629.7805936463864,629.7805936463864,1249.1698074976073
2013-01-20,0.0,770.1007259155264,770.1007259155264,1527.4947898534465
2013-01-21,0.0,1215.741145986943,1215.741145986943,2411.4225630651013
2013-01-22,0.0,892.6708414530763,892.6708414530763,1770.6126140221768
2013-01-23,0.0,562.7305304433795,562.7305304433795,1116.1760071344434
2013-01-24,0.0,478.63045116861286,478.63045116861286,949.3634998929437
2013-01-25,0.0,565.8005333372355,565.8005333372355,1122.2653578744066
2013-01-26,0.0,546.6405152765395,546.6405152765395,1084.2614620510162
2013-01-27,0.0,545.9905146638357,545.9905146638357,1082.9721858357182
2013-01-28,0.0,0.0,0.0,0.0
2013-01-29,944.930890714659,414.05039029388877,1358.9812810085477,2695.5393708804545
2013-01-30,1299.8912253088358,531.7705012597049,1831.6617265685409,3633.101034648701
2013-01-31,1353.1112754753424,0.0,1353.1112754753424,2683.896214905342
2013-02-01,1218.3711484660462,586.6805530192455,1805.0517014852917,3580.320049896076
2013-02-02,935.2108815523447,305.0102875100572,1240.221169062402,2459.978688835274
2013-02-03,706.9006663416284,240.640226833285,947.5408931749134,1879.4473616124408
2013-02-04,971.0409153265997,625.5505896590805,1596.5915049856803,3166.839250139097
2013-02-05,1127.2010625269234,699.2706591493959,1826.4717216763192,3622.8066599449794
2013-02-06,887.5408366174104,693.6306538329922,1581.1714904504024,3136.2536513083733
2013-02-07,735.5906933855379,623.9205881226022,1359.5112815081402,2696.590626871396
2013-02-08,935.1708815146397,612.1905770656128,1547.3614585802525,3069.1914530939307
2013-02-09,627.670591657446,371.62035029831003,999.2909419557561,1982.0935833692424
2013-02-10,543.8205126183398,233.58022017835214,777.400732796692,1541.9743535022385
2013-02-11,607.6005727389606,659.1506213312837,1266.7511940702443,2512.6009934383296
2013-02-12,634.800598378362,820.1507730939119,1454.9513714722739,2885.8960453152554
2013-02-13,202.63019100410773,596.000561804512,798.6307528086197,1584.0840981958972
2013-02-14,0.0,134.75012701872146,134.75012701872146,267.27687694163404
2013-02-15,0.0,0.0,0.0,0.0
2013-02-16,0.0,0.0,0.0,0.0
2013-02-17,0.0,0.0,0.0,0.0
2013-02-18,0.0,0.0,0.0,0.0
2013-02-19,0.0,0.0,0.0,0.0
2013-02-20,0.0,0.0,0.0,0.0
2013-02-21,0.0,0.0,0.0,0.0
2013-02-22,0.0,0.0,0.0,0.0
2013-02-23,0.0,0.0,0.0,0.0
2013-02-24,0.0,0.0,0.0,0.0
2013-02-25,0.0,0.0,0.0,0.0
2013-02-26,0.0,0.0,0.0,0.0
2013-02-27,0.0,0.0,0.0,0.0
2013-02-28,0.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,0.0
2013-03-02,0.0,0.0,0.0,0.0
2013-03-03,0.0,0.0,0.0,0.0
2013-03-04,259.54024464889784,242.43022852058354,501.97047316948135,995.6584335316663
2013-03-05,379.86035806554037,285.250268883787,665.1106269493273,1319.2469285539908
2013-03-06,887.4608365420002,290.1802735309283,1177.6411100729283,2335.8511418296534
2013-03-07,1006.6809489217538,125.31011812034112,1131.991067042095,2245.3042814779956
2013-03-08,1082.1010200145327,299.5302823444722,1381.6313023590048,2740.465688229086
2013-03-09,851.5708027111897,316.63029846336,1168.2011011745496,2317.126884179719
2013-03-10,800.8207548729699,159.45015030155946,960.2709051745294,1904.697340413679
2013-03-11,559.920527794601,322.8303043076352,882.7508321022361,1750.9362754747854
2013-03-12,365.0903441429687,168.15015850239715,533.2405026453658,1057.6825369970832
2013-03-13,880.7308301981359,390.01036763318393,1270.7411978313198,2520.5151658984228
2013-03-14,1400.9513205705227,481.2304536194404,1882.181774189963,3733.307549105792
2013-03-15,1469.7913854608285,465.8404391124387,1935.631824573267,3839.3257240410753
2013-03-16,1108.3810447867195,521.8004918617346,1630.181536648454,3233.4650779422086
2013-03-17,894.7108433760316,488.10046009527065,1382.8113034713022,2742.8062204353278
2013-03-18,744.5107017937528,444.59041908165705,1189.1011208754098,2358.5820732563757
2013-03-19,0.0,0.0,0.0,0.0
2013-03-20,0.0,0.12000011311500242,0.12000011311500242,0.23802022436360729
2013-03-21,0.0,0.0,0.0,0.0
2013-03-22,0.0,0.0,0.0,0.0
2013-03-23,0.0,0.0,0.0,0.0
2013-03-24,0.0,0.0,0.0,0.0
2013-03-25,0.0,0.0,0.0,0.0
2013-03-26,0.0,0.0,0.0,0.0
2013-03-27,230.78021753900208,102.95009704324582,333.7303145822479,661.9540789738887
2013-03-28,123.50011641418997,64.11006043168987,187.61017684587983,372.12478577380267
2013-03-29,215.86020347503668,107.28010112481208,323.1403045998488,640.9487941738
2013-03-30,101.21009540307811,181.55017113357238,282.7602665366505,560.8549886754462
2013-03-31,23.81002244390173,204.13019241804525,227.94021486194697,452.1194161786718
2013-04-01,222.64020986603464,238.56022487262504,461.2004347386597,914.7910623041315
2013-04-02,545.5805142773588,278.0802621251655,823.6607764025243,1633.7311499944071
2013-04-03,503.21047433833616,63.320059687016354,566.5305340253525,1123.7133142392868
2013-04-04,182.53017205734483,0.0,182.53017205734483,362.0485962757435
2013-04-05,0.0,0.0,0.0,0.0
2013-04-06,0.0,36.660034556633235,36.660034556633235,72.71517854308202
2013-04-07,0.0,0.0,0.0,0.0
2013-04-08,0.0,88.76008366739661,88.76008366739661,176.0556259542812
2013-04-09,129.73012228674375,241.8702279927137,371.6003502794574,737.0692947793038
2013-04-10,301.1702838903774,245.58023148985237,546.7505153802298,1084.479647256686
2013-04-11,336.4803171744667,139.34013134537045,475.8204485198371,943.7898596390969
2013-04-12,274.35025860917426,55.88005267388605,330.2303112830603,655.0118224299501
2013-04-13,0.0,0.0,0.0,0.0
2013-04-14,0.0,0.0,0.0,0.0
2013-04-15,384.27036222251655,182.19017173685256,566.4605339593691,1123.5744691084085
2013-04-16,0.0,0.0,0.0,0.0
2013-04-17,0.0,0.0,0.0,0.0
2013-04-18,0.0,0.0,0.0,0.0
2013-04-19,0.0,0.0,0.0,0.0
2013-04-20,0.0,0.0,0.0,0.0
2013-04-21,0.0,0.0,0.0,0.0
2013-04-22,0.0,0.0,0.0,0.0
2013-04-23,0.0,0.0,0.0,0.0
2013-04-24,0.0,270.1502546501492,270.1502546501492,535.8430300985709
2013-04-25,0.0,497.99046941783473,497.99046941783473,987.7640960902752
2013-04-26,101.7500959120958,291.09027438871726,392.84037030081305,779.1988744916627
2013-04-27,698.2506581879203,556.9805250232856,1255.231183211206,2489.751051899427
2013-04-28,265.81025055915643,518.1504884211558,783.9607389803123,1554.9861257674495
2013-04-29,19.540018418892892,199.12018769549408,218.66020611438697,433.7125188278866
2013-04-30,0.0,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,0.0
2013-05-02,0.0,0.0,0.0,0.0
2013-05-03,0.0,0.0,0.0,0.0
2013-05-04,0.0,0.0,0.0,0.0
2013-05-05,0.0,0.0,0.0,0.0
2013-05-06,0.0,0.0,0.0,0.0
2013-05-07,0.0,0.0,0.0,0.0
2013-05-08,0.0,168.73015904911958,168.73015904911958,334.6762704739287
2013-05-09,71.92006779359153,260.09024516734166,332.0103129609332,658.5424557580111
2013-05-10,261.8402468169354,547.6805162568697,809.5207630738051,1605.6844335568926
2013-05-11,72.40006824605145,291.29027457724226,363.6903428232937,721.379794990003
2013-05-12,57.84005452143132,288.4802719284657,346.32032644989704,686.9263675133708
2013-05-13,0.0,66.76006292964618,66.76006292964618,132.4185848209532
2013-05-14,44.940042361568565,2.290002158611296,47.23004452017986,93.68079330577676
2013-05-15,356.02033559335973,213.45020120331054,569.4705367966703,1129.5448097361957
2013-05-16,223.54021071439718,698.8806587817735,922.4208694961707,1829.6217946456545
2013-05-17,442.3304169513255,403.05037992501434,845.3807968763399,1676.8128106042202
2013-05-18,371.69035036429386,150.1201415068681,521.810491871162,1035.0111106264499
2013-05-19,390.19036780285677,252.66023816363742,642.8506059664942,1275.0941769345413
2013-05-20,219.7502071418482,606.3905715983846,826.1407787402327,1638.6502346312516
2013-05-21,0.0,670.1506317001588,670.1506317001588,1329.243777977265
2013-05-22,0.0,332.5403134605243,332.5403134605243,659.59371174895
2013-05-23,0.0,0.0,0.0,0.0
2013-05-24,0.0,0.0,0.0,0.0
2013-05-25,0.0,0.0,0.0,0.0
2013-05-26,135.94012814044538,0.0,135.94012814044538,269.6372441665734
2013-05-27,306.9702893576025,134.94012719782037,441.9104165554229,876.5293112376813
2013-05-28,202.93019128689522,178.01016779667967,380.9403590835749,755.5952022422708
2013-05-29,44.58004202222331,44.25004171115714,88.83008373338045,176.19447108516013
2013-05-30,0.0,0.0,0.0,0.0
2013-05-31,0.0,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,0.0
2013-06-02,0.0,0.0,0.0,0.0
2013-06-03,0.0,0.0,0.0,0.0
2013-06-04,0.0,0.0,0.0,0.0
2013-06-05,0.0,0.0,0.0,0.0
2013-06-06,0.0,0.0,0.0,0.0
2013-06-07,0.0,0.0,0.0,0.0
2013-06-08,0.0,0.0,0.0,0.0
2013-06-09,0.0,0.0,0.0,0.0
2013-06-10,0.0,0.0,0.0,0.0
2013-06-11,0.0,0.0,0.0,0.0
2013-06-12,0.0,0.0,0.0,0.0
2013-06-13,0.0,0.0,0.0,0.0
2013-06-14,0.0,0.0,0.0,0.0
2013-06-15,0.0,0.0,0.0,0.0
2013-06-16,0.0,0.0,0.0,0.0
2013-06-17,0.0,0.0,0.0,0.0
2013-06-18,10.820010199202716,52.98004994027348,63.8000601394762,126.54741928665105
2013-06-19,0.0,0.0,0.0,0.0
